miR	contrast	estimate	std.error	statistic	adj.p.value	Cluster
hsa-miR-584-5p 	Cluster5 - 1	0.10915814	0.157745592	0.69198853	0.815148101	C5
hsa-miR-584-5p 	Cluster5 - 2	0.060904147	0.150131753	0.405671326	0.830997061	C5
hsa-miR-584-5p 	Cluster5 - 3	0.410805216	0.155977168	2.633752239	0.085618208	C5
hsa-miR-584-5p 	Cluster5 - 4	0.114410834	0.154949667	0.738374182	0.815148101	C5
hsa-miR-335-5p 	Cluster5 - 1	-0.175666939	0.280078059	-0.627207072	0.530652149	C5
hsa-miR-335-5p 	Cluster5 - 2	-0.718277349	0.266559651	-2.694621435	0.023843172	C5
hsa-miR-335-5p 	Cluster5 - 3	0.258973625	0.276938215	0.935131417	0.437404272	C5
hsa-miR-335-5p 	Cluster5 - 4	-0.511647631	0.275113881	-1.859766683	0.126364441	C5
hsa-miR-106b-5p 	Cluster5 - 1	-0.469783112	0.311188717	-1.50964057	0.21903164	C5
hsa-miR-106b-5p 	Cluster5 - 2	0.548085193	0.296168704	1.850584429	0.128988405	C5
hsa-miR-106b-5p 	Cluster5 - 3	-0.326833118	0.307700104	-1.06218072	0.411977235	C5
hsa-miR-106b-5p 	Cluster5 - 4	-0.57335587	0.305673126	-1.875715662	0.128988405	C5
hsa-miR-222-3p 	Cluster5 - 1	0.062851643	0.183141647	0.343185968	0.812803744	C5
hsa-miR-222-3p 	Cluster5 - 2	-0.005481065	0.174302027	-0.031445793	0.97491966	C5
hsa-miR-222-3p 	Cluster5 - 3	-0.294626136	0.181088518	-1.626973032	0.260064692	C5
hsa-miR-222-3p 	Cluster5 - 4	-0.232128495	0.179895596	-1.290351181	0.328661259	C5
hsa-miR-223-5p 	Cluster5 - 1	-0.475322232	0.324722443	-1.463780044	0.23922736	C5
hsa-miR-223-5p 	Cluster5 - 2	0.835759974	0.309049204	2.704294215	0.01737338	C5
hsa-miR-223-5p 	Cluster5 - 3	-0.57444533	0.321082109	-1.789091684	0.147743801	C5
hsa-miR-223-5p 	Cluster5 - 4	-0.297333132	0.318966977	-0.932175283	0.474525793	C5
hsa-miR-152-3p 	Cluster5 - 1	0.001197955	0.191380624	0.006259543	0.995006762	C5
hsa-miR-152-3p 	Cluster5 - 2	0.148115772	0.182143337	0.813182487	0.995006762	C5
hsa-miR-152-3p 	Cluster5 - 3	-0.024392112	0.189235131	-0.128898431	0.995006762	C5
hsa-miR-152-3p 	Cluster5 - 4	-0.071096298	0.187988543	-0.378194848	0.995006762	C5
hsa-miR-98-5p 	Cluster5 - 1	-0.173933069	0.275632158	-0.631033295	0.729362508	C5
hsa-miR-98-5p 	Cluster5 - 2	0.506329801	0.262328338	1.930137645	0.13460908	C5
hsa-miR-98-5p 	Cluster5 - 3	-0.199179856	0.272542155	-0.730822195	0.729362508	C5
hsa-miR-98-5p 	Cluster5 - 4	-0.31826138	0.270746781	-1.175494606	0.480096573	C5
hsa-miR-532-5p 	Cluster5 - 1	0.141922098	0.308433383	0.460138576	0.852434991	C5
hsa-miR-532-5p 	Cluster5 - 2	0.579015169	0.293546361	1.97248287	0.244008627	C5
hsa-miR-532-5p 	Cluster5 - 3	0.125013761	0.304975659	0.409913899	0.852434991	C5
hsa-miR-532-5p 	Cluster5 - 4	-0.073980235	0.302966629	-0.244186084	0.89681301	C5
hsa-miR-450a-5p 	Cluster5 - 1	-0.005406508	0.314052023	-0.017215326	0.986267921	C5
hsa-miR-450a-5p 	Cluster5 - 2	0.937043157	0.298893808	3.135037034	0.004408293	C5
hsa-miR-450a-5p 	Cluster5 - 3	-0.508311556	0.31053131	-1.636909193	0.176046521	C5
hsa-miR-450a-5p 	Cluster5 - 4	-0.234809284	0.308485682	-0.761167527	0.508051894	C5
hsa-miR-17-5p 	Cluster5 - 1	-0.094306282	0.337674117	-0.279281939	0.834379704	C5
hsa-miR-17-5p 	Cluster5 - 2	0.54197567	0.321375745	1.68642369	0.229986178	C5
hsa-miR-17-5p 	Cluster5 - 3	-0.448885265	0.333888586	-1.344416321	0.358175469	C5
hsa-miR-17-5p 	Cluster5 - 4	-0.380319118	0.331689092	-1.146613281	0.41212426	C5
hsa-miR-374a-5p 	Cluster5 - 1	-0.214828053	0.275084878	-0.780951882	0.48332985	C5
hsa-miR-374a-5p 	Cluster5 - 2	0.450587015	0.261807474	1.721062459	0.171034789	C5
hsa-miR-374a-5p 	Cluster5 - 3	-0.609436476	0.272001011	-2.240566956	0.063126992	C5
hsa-miR-374a-5p 	Cluster5 - 4	-0.301673136	0.270209201	-1.116442871	0.330591969	C5
hsa-miR-338-5p 	Cluster5 - 1	0.289341491	0.283678522	1.019962632	0.726861427	C5
hsa-miR-338-5p 	Cluster5 - 2	0.297395925	0.269986332	1.101522151	0.726861427	C5
hsa-miR-338-5p 	Cluster5 - 3	0.070816857	0.280498314	0.25246803	0.889695487	C5
hsa-miR-338-5p 	Cluster5 - 4	-0.096916902	0.278650529	-0.347808066	0.889695487	C5
hsa-miR-30b-5p 	Cluster5 - 1	-0.039489006	0.282834025	-0.139619007	0.888986282	C5
hsa-miR-30b-5p 	Cluster5 - 2	0.184214851	0.269182596	0.68434904	0.617371568	C5
hsa-miR-30b-5p 	Cluster5 - 3	-0.288058219	0.279663285	-1.030018007	0.580007043	C5
hsa-miR-30b-5p 	Cluster5 - 4	-0.432615682	0.277821	-1.557174155	0.393335968	C5
hsa-miR-628-3p 	Cluster5 - 1	-0.072590193	0.216954668	-0.334586913	0.819999731	C5
hsa-miR-628-3p 	Cluster5 - 2	0.493474168	0.20648301	2.389902052	0.042546157	C5
hsa-miR-628-3p 	Cluster5 - 3	-0.351421515	0.214522475	-1.638157097	0.203343144	C5
hsa-miR-628-3p 	Cluster5 - 4	-0.082382044	0.213109306	-0.38657178	0.819999731	C5
hsa-miR-145-5p 	Cluster5 - 1	0.009286128	0.326852181	0.028410789	0.977339613	C5
hsa-miR-145-5p 	Cluster5 - 2	0.773032653	0.311076147	2.485027094	0.035522813	C5
hsa-miR-145-5p 	Cluster5 - 3	-0.368844111	0.323187971	-1.141268066	0.423339795	C5
hsa-miR-145-5p 	Cluster5 - 4	-0.108028908	0.321058967	-0.336476843	0.818416377	C5
hsa-miR-181b-5p 	Cluster5 - 1	0.223453257	0.277240179	0.805991604	0.893826963	C5
hsa-miR-181b-5p 	Cluster5 - 2	0.294627786	0.263858746	1.116611787	0.893826963	C5
hsa-miR-181b-5p 	Cluster5 - 3	0.014879646	0.27413215	0.054279097	0.956722544	C5
hsa-miR-181b-5p 	Cluster5 - 4	0.065618644	0.272326301	0.240955955	0.945023886	C5
hsa-miR-345-5p 	Cluster5 - 1	0.380868287	0.309412109	1.230941765	0.312292432	C5
hsa-miR-345-5p 	Cluster5 - 2	1.438032321	0.294477847	4.883329382	3.98E-06	C5
hsa-miR-345-5p 	Cluster5 - 3	-0.004242072	0.305943412	-0.013865545	0.988939735	C5
hsa-miR-345-5p 	Cluster5 - 4	-0.015155336	0.303928007	-0.049864887	0.988939735	C5
hsa-miR-941 	Cluster5 - 1	-0.215657856	0.278353352	-0.77476292	0.506924217	C5
hsa-miR-941 	Cluster5 - 2	1.098715756	0.26491819	4.147377558	9.05E-05	C5
hsa-miR-941 	Cluster5 - 3	-0.629353243	0.275232843	-2.286621163	0.037521509	C5
hsa-miR-941 	Cluster5 - 4	-0.011872534	0.273419744	-0.043422374	0.965372631	C5
hsa-miR-769-5p 	Cluster5 - 1	-0.151980668	0.291241393	-0.521837458	0.668763707	C5
hsa-miR-769-5p 	Cluster5 - 2	0.782398026	0.277184169	2.822664906	0.012118615	C5
hsa-miR-769-5p 	Cluster5 - 3	-0.3829538	0.287976401	-1.329809662	0.306422416	C5
hsa-miR-769-5p 	Cluster5 - 4	-0.404988728	0.286079354	-1.415651715	0.306422416	C5
hsa-miR-128-3p 	Cluster5 - 1	-0.03014075	0.221036263	-0.136361107	0.891560478	C5
hsa-miR-128-3p 	Cluster5 - 2	0.147728168	0.2103676	0.702238217	0.747688209	C5
hsa-miR-128-3p 	Cluster5 - 3	-0.139515169	0.218558313	-0.638343	0.747688209	C5
hsa-miR-128-3p 	Cluster5 - 4	-0.171805795	0.217118558	-0.791299445	0.747688209	C5
hsa-miR-151a-5p 	Cluster5 - 1	0.080148061	0.123252048	0.650277724	0.644558805	C5
hsa-miR-151a-5p 	Cluster5 - 2	0.373760764	0.117303094	3.186282224	0.007406088	C5
hsa-miR-151a-5p 	Cluster5 - 3	-0.001784219	0.121870318	-0.014640305	0.988321767	C5
hsa-miR-151a-5p 	Cluster5 - 4	0.100356427	0.121067497	0.828929562	0.644558805	C5
hsa-miR-199b-5p 	Cluster5 - 1	0.004100852	0.322488461	0.012716276	0.989856432	C5
hsa-miR-199b-5p 	Cluster5 - 2	0.438582699	0.306923049	1.428966318	0.259022684	C5
hsa-miR-199b-5p 	Cluster5 - 3	-0.687490928	0.318873171	-2.156001164	0.078243347	C5
hsa-miR-199b-5p 	Cluster5 - 4	-0.268691359	0.316772591	-0.848215302	0.440556059	C5
hsa-miR-3615 	Cluster5 - 1	-0.522799134	0.294546541	-1.774928781	0.253943033	C5
hsa-miR-3615 	Cluster5 - 2	0.05472764	0.28032979	0.195225915	0.845251724	C5
hsa-miR-3615 	Cluster5 - 3	-0.372871111	0.291244497	-1.280268347	0.334529219	C5
hsa-miR-3615 	Cluster5 - 4	-0.435867963	0.289325921	-1.506494687	0.264447965	C5
hsa-miR-744-5p 	Cluster5 - 1	0.082137246	0.237380782	0.346014724	0.952063687	C5
hsa-miR-744-5p 	Cluster5 - 2	0.564733227	0.225923225	2.499668758	0.082110158	C5
hsa-miR-744-5p 	Cluster5 - 3	0.068023604	0.2347196	0.28980794	0.952063687	C5
hsa-miR-744-5p 	Cluster5 - 4	0.052498072	0.233173382	0.225146078	0.952063687	C5
hsa-miR-548e-3p 	Cluster5 - 1	-0.001671774	0.305879204	-0.005465471	0.995640186	C5
hsa-miR-548e-3p 	Cluster5 - 2	0.578409292	0.291115463	1.986872445	0.157271286	C5
hsa-miR-548e-3p 	Cluster5 - 3	0.178861467	0.302450113	0.591375104	0.615988002	C5
hsa-miR-548e-3p 	Cluster5 - 4	-0.245220824	0.30045772	-0.816157509	0.596812521	C5
hsa-miR-197-3p 	Cluster5 - 1	-0.331120401	0.250923439	-1.319607299	0.37447507	C5
hsa-miR-197-3p 	Cluster5 - 2	0.286047223	0.238812225	1.197791377	0.3854221	C5
hsa-miR-197-3p 	Cluster5 - 3	-0.349334121	0.248110436	-1.407978349	0.37447507	C5
hsa-miR-197-3p 	Cluster5 - 4	-0.265494553	0.246476006	-1.077161862	0.402344817	C5
hsa-miR-29c-3p 	Cluster5 - 1	0.322513519	0.298209478	1.081499895	0.466181792	C5
hsa-miR-29c-3p 	Cluster5 - 2	0.997575907	0.283815929	3.514869342	0.002288296	C5
hsa-miR-29c-3p 	Cluster5 - 3	-0.027537883	0.29486637	-0.093391061	0.9256097	C5
hsa-miR-29c-3p 	Cluster5 - 4	0.155164122	0.292923935	0.529707897	0.662689016	C5
hsa-miR-486-3p 	Cluster5 - 1	-0.087058761	0.242258047	-0.359363752	0.719391154	C5
hsa-miR-486-3p 	Cluster5 - 2	0.496896216	0.230565082	2.155123457	0.104553709	C5
hsa-miR-486-3p 	Cluster5 - 3	-0.234397237	0.239542188	-0.97852173	0.54671498	C5
hsa-miR-486-3p 	Cluster5 - 4	0.08627241	0.237964202	0.362543649	0.719391154	C5
hsa-miR-320b 	Cluster5 - 1	0.078326655	0.112620728	0.695490577	0.600228509	C5
hsa-miR-320b 	Cluster5 - 2	-0.281134739	0.107184911	-2.622894739	0.022094388	C5
hsa-miR-320b 	Cluster5 - 3	0.280323745	0.111358181	2.517316122	0.023929672	C5
hsa-miR-320b 	Cluster5 - 4	0.067778732	0.110624608	0.612691269	0.600228509	C5
hsa-miR-19a-3p 	Cluster5 - 1	0.002921652	0.326763167	0.008941191	0.992867659	C5
hsa-miR-19a-3p 	Cluster5 - 2	0.416886589	0.310991429	1.340508291	0.458282067	C5
hsa-miR-19a-3p 	Cluster5 - 3	-0.073278192	0.323099954	-0.226797285	0.911803358	C5
hsa-miR-19a-3p 	Cluster5 - 4	-0.208891074	0.32097153	-0.65080873	0.858840488	C5
hsa-miR-148a-5p 	Cluster5 - 1	-0.061065627	0.321367524	-0.190018039	0.849329644	C5
hsa-miR-148a-5p 	Cluster5 - 2	0.658442244	0.305856216	2.152783596	0.078875227	C5
hsa-miR-148a-5p 	Cluster5 - 3	-0.250912061	0.317764801	-0.789615654	0.849329644	C5
hsa-miR-148a-5p 	Cluster5 - 4	-0.157685932	0.315671522	-0.499525364	0.849329644	C5
hsa-miR-374b-5p 	Cluster5 - 1	0.105561828	0.30556406	0.345465458	0.810899728	C5
hsa-miR-374b-5p 	Cluster5 - 2	0.818095169	0.29081553	2.813106881	0.0166428	C5
hsa-miR-374b-5p 	Cluster5 - 3	-0.034098182	0.302138502	-0.112856128	0.91016497	C5
hsa-miR-374b-5p 	Cluster5 - 4	-0.154971678	0.300148162	-0.516317264	0.810899728	C5
hsa-miR-194-5p 	Cluster5 - 1	-0.186759389	0.322236632	-0.579572184	0.781621781	C5
hsa-miR-194-5p 	Cluster5 - 2	0.527160765	0.306683374	1.718908846	0.286363452	C5
hsa-miR-194-5p 	Cluster5 - 3	-0.133255279	0.318624165	-0.41822088	0.781621781	C5
hsa-miR-194-5p 	Cluster5 - 4	0.120517755	0.316525225	0.380752451	0.781621781	C5
hsa-miR-421 	Cluster5 - 1	0.187318775	0.304480308	0.615208176	0.669729597	C5
hsa-miR-421 	Cluster5 - 2	0.430738189	0.289784087	1.486410773	0.458179023	C5
hsa-miR-421 	Cluster5 - 3	-0.196897833	0.3010669	-0.654000267	0.669729597	C5
hsa-miR-421 	Cluster5 - 4	-0.15569965	0.299083619	-0.520589027	0.669729597	C5
hsa-miR-215-5p 	Cluster5 - 1	-0.15334081	0.191141309	-0.802237937	0.580846171	C5
hsa-miR-215-5p 	Cluster5 - 2	0.133056592	0.181915574	0.73141947	0.580846171	C5
hsa-miR-215-5p 	Cluster5 - 3	-0.202629655	0.1889985	-1.072123084	0.580846171	C5
hsa-miR-215-5p 	Cluster5 - 4	0.001577293	0.187753471	0.008400874	0.993298657	C5
hsa-miR-502-3p 	Cluster5 - 1	0.055632585	0.183947995	0.302436486	0.887463088	C5
hsa-miR-502-3p 	Cluster5 - 2	0.409306246	0.175069455	2.337964923	0.133283827	C5
hsa-miR-502-3p 	Cluster5 - 3	0.025745476	0.181885827	0.141547457	0.887463088	C5
hsa-miR-502-3p 	Cluster5 - 4	0.157263369	0.180687652	0.870360355	0.768582358	C5
hsa-miR-127-3p 	Cluster5 - 1	0.015835846	0.17252448	0.091788982	0.926882215	C5
hsa-miR-127-3p 	Cluster5 - 2	0.2890652	0.164197315	1.76047459	0.240757985	C5
hsa-miR-127-3p 	Cluster5 - 3	-0.207043451	0.170590377	-1.213687753	0.375207446	C5
hsa-miR-127-3p 	Cluster5 - 4	0.148328739	0.169466611	0.875268219	0.477487025	C5
hsa-miR-21-3p 	Cluster5 - 1	-0.011242854	0.315778932	-0.035603559	0.971604855	C5
hsa-miR-21-3p 	Cluster5 - 2	0.766995534	0.300537365	2.552080448	0.027102193	C5
hsa-miR-21-3p 	Cluster5 - 3	-0.33909093	0.31223886	-1.085998491	0.36744556	C5
hsa-miR-21-3p 	Cluster5 - 4	-0.450872776	0.310181983	-1.453574999	0.261105526	C5
hsa-miR-224-5p 	Cluster5 - 1	0.044685565	0.245256973	0.182198957	0.85545977	C5
hsa-miR-224-5p 	Cluster5 - 2	0.416883864	0.233419259	1.785987434	0.370021287	C5
hsa-miR-224-5p 	Cluster5 - 3	-0.135782952	0.242507494	-0.559912394	0.822359801	C5
hsa-miR-224-5p 	Cluster5 - 4	0.093760582	0.240909974	0.389193441	0.85545977	C5
hsa-let-7c-5p 	Cluster5 - 1	0.008889134	0.178159657	0.049894205	0.960215648	C5
hsa-let-7c-5p 	Cluster5 - 2	-0.033108465	0.169560501	-0.195260483	0.939138522	C5
hsa-let-7c-5p 	Cluster5 - 3	-0.217687205	0.17616238	-1.235719028	0.433647541	C5
hsa-let-7c-5p 	Cluster5 - 4	-0.25170407	0.175001909	-1.438293285	0.433647541	C5
hsa-miR-1-3p 	Cluster5 - 1	0.015618236	0.31414263	0.049717022	0.982461451	C5
hsa-miR-1-3p 	Cluster5 - 2	0.009045929	0.298980042	0.030255962	0.982461451	C5
hsa-miR-1-3p 	Cluster5 - 3	0.048619274	0.310620902	0.156522867	0.982461451	C5
hsa-miR-1-3p 	Cluster5 - 4	-0.19466329	0.308574684	-0.630846599	0.982461451	C5
hsa-miR-26b-3p 	Cluster5 - 1	-0.315981023	0.301532874	-1.047915666	0.42129281	C5
hsa-miR-26b-3p 	Cluster5 - 2	0.651264545	0.286978916	2.269381162	0.058589653	C5
hsa-miR-26b-3p 	Cluster5 - 3	-0.521572215	0.298152508	-1.749347062	0.161013319	C5
hsa-miR-26b-3p 	Cluster5 - 4	-0.409418502	0.296188426	-1.382290685	0.278599641	C5
hsa-miR-2110 	Cluster5 - 1	-0.096999918	0.201029924	-0.482514822	0.87695544	C5
hsa-miR-2110 	Cluster5 - 2	0.133890593	0.191326899	0.699800154	0.87695544	C5
hsa-miR-2110 	Cluster5 - 3	-0.089277485	0.198776257	-0.449135555	0.87695544	C5
hsa-miR-2110 	Cluster5 - 4	-0.014462178	0.197466817	-0.073238525	0.969017455	C5
hsa-let-7d-3p 	Cluster5 - 1	-0.151426326	0.23272187	-0.6506751	0.644238171	C5
hsa-let-7d-3p 	Cluster5 - 2	-0.494793079	0.221489183	-2.233937895	0.198942508	C5
hsa-let-7d-3p 	Cluster5 - 3	-0.159424343	0.230112917	-0.692809187	0.644238171	C5
hsa-let-7d-3p 	Cluster5 - 4	-0.470533749	0.228597046	-2.058354455	0.198942508	C5
hsa-miR-29b-3p 	Cluster5 - 1	-0.314504445	0.312437062	-1.006616958	0.724980734	C5
hsa-miR-29b-3p 	Cluster5 - 2	0.215740347	0.297356796	0.725526876	0.724980734	C5
hsa-miR-29b-3p 	Cluster5 - 3	-0.204814529	0.308934454	-0.662970824	0.724980734	C5
hsa-miR-29b-3p 	Cluster5 - 4	-0.264614492	0.306899345	-0.862219147	0.724980734	C5
hsa-miR-30e-3p 	Cluster5 - 1	0.07074933	0.284236583	0.248910009	0.803476316	C5
hsa-miR-30e-3p 	Cluster5 - 2	0.604503576	0.270517457	2.234619465	0.085467408	C5
hsa-miR-30e-3p 	Cluster5 - 3	-0.188938929	0.281050119	-0.672260627	0.797561809	C5
hsa-miR-30e-3p 	Cluster5 - 4	-0.092735572	0.279198699	-0.332149011	0.803476316	C5
hsa-miR-342-5p 	Cluster5 - 1	-0.41077561	0.248978883	-1.649841164	0.248143969	C5
hsa-miR-342-5p 	Cluster5 - 2	-0.204326229	0.236961526	-0.862275967	0.454459936	C5
hsa-miR-342-5p 	Cluster5 - 3	-0.493034715	0.246187679	-2.002678266	0.15151343	C5
hsa-miR-342-5p 	Cluster5 - 4	-0.692695877	0.244565916	-2.832348387	0.047040658	C5
hsa-miR-654-3p 	Cluster5 - 1	-0.336172245	0.279927945	-1.200924205	0.383393522	C5
hsa-miR-654-3p 	Cluster5 - 2	0.51072423	0.266416783	1.917012228	0.138730441	C5
hsa-miR-654-3p 	Cluster5 - 3	-0.377509544	0.276789784	-1.363885395	0.345758788	C5
hsa-miR-654-3p 	Cluster5 - 4	-0.17829609	0.274966428	-0.648428576	0.628854362	C5
hsa-miR-1307-5p 	Cluster5 - 1	-0.069237002	0.306461967	-0.225923635	0.83057598	C5
hsa-miR-1307-5p 	Cluster5 - 2	0.191590388	0.291670098	0.656873604	0.708953347	C5
hsa-miR-1307-5p 	Cluster5 - 3	-0.24269334	0.303026343	-0.800898488	0.708953347	C5
hsa-miR-1307-5p 	Cluster5 - 4	-0.306372683	0.301030154	-1.017747488	0.708953347	C5
hsa-miR-92b-3p 	Cluster5 - 1	0.159076238	0.159797513	0.995486322	0.562766247	C5
hsa-miR-92b-3p 	Cluster5 - 2	-0.145881566	0.152084635	-0.95921305	0.562766247	C5
hsa-miR-92b-3p 	Cluster5 - 3	0.191273516	0.158006086	1.210545243	0.562766247	C5
hsa-miR-92b-3p 	Cluster5 - 4	0.090475903	0.15696522	0.576407329	0.705570543	C5
hsa-miR-409-3p 	Cluster5 - 1	-0.096361742	0.241281746	-0.399374357	0.974539467	C5
hsa-miR-409-3p 	Cluster5 - 2	0.722538137	0.229635904	3.146451082	0.005122107	C5
hsa-miR-409-3p 	Cluster5 - 3	-0.007616003	0.238576832	-0.031922641	0.974539467	C5
hsa-miR-409-3p 	Cluster5 - 4	0.027054179	0.237005205	0.114150146	0.974539467	C5
hsa-miR-193a-5p 	Cluster5 - 1	-0.044276979	0.295775557	-0.149697898	0.9061816	C5
hsa-miR-193a-5p 	Cluster5 - 2	0.511107497	0.281499485	1.815660507	0.174228644	C5
hsa-miR-193a-5p 	Cluster5 - 3	-0.134296258	0.292459735	-0.45919572	0.9061816	C5
hsa-miR-193a-5p 	Cluster5 - 4	-0.078525637	0.290533153	-0.270281159	0.9061816	C5
hsa-miR-664a-5p 	Cluster5 - 1	-0.157138233	0.243519641	-0.645279502	0.724656119	C5
hsa-miR-664a-5p 	Cluster5 - 2	0.426605323	0.231765783	1.840674313	0.164838408	C5
hsa-miR-664a-5p 	Cluster5 - 3	-0.146448858	0.240789639	-0.608202489	0.724656119	C5
hsa-miR-664a-5p 	Cluster5 - 4	-0.264980571	0.239203435	-1.107762398	0.536407556	C5
hsa-miR-503-5p 	Cluster5 - 1	0.163423849	0.313067652	0.522008096	0.668631736	C5
hsa-miR-503-5p 	Cluster5 - 2	0.683664871	0.29795695	2.294508893	0.095173574	C5
hsa-miR-503-5p 	Cluster5 - 3	0.176201161	0.309557975	0.56920246	0.668631736	C5
hsa-miR-503-5p 	Cluster5 - 4	-0.475158151	0.307518759	-1.5451355	0.175139658	C5
hsa-miR-23b-3p 	Cluster5 - 1	0.189785625	0.221652506	0.856230449	0.435616247	C5
hsa-miR-23b-3p 	Cluster5 - 2	0.218104578	0.210954099	1.033895898	0.434297301	C5
hsa-miR-23b-3p 	Cluster5 - 3	-0.41182381	0.219167648	-1.879035589	0.133813936	C5
hsa-miR-23b-3p 	Cluster5 - 4	-0.20953714	0.217723879	-0.962398527	0.434297301	C5
hsa-miR-28-5p 	Cluster5 - 1	-0.012287052	0.248958092	-0.049353895	0.960646125	C5
hsa-miR-28-5p 	Cluster5 - 2	0.398490696	0.236941738	1.681808777	0.232216123	C5
hsa-miR-28-5p 	Cluster5 - 3	-0.221314792	0.246167122	-0.899042854	0.49499768	C5
hsa-miR-28-5p 	Cluster5 - 4	-0.27111615	0.244545493	-1.108653226	0.483491522	C5
hsa-miR-424-3p 	Cluster5 - 1	-0.3607728	0.297297094	-1.213509339	0.381808231	C5
hsa-miR-424-3p 	Cluster5 - 2	0.340493652	0.282947583	1.203380671	0.381808231	C5
hsa-miR-424-3p 	Cluster5 - 3	-0.13857737	0.293964214	-0.471408978	0.708267883	C5
hsa-miR-424-3p 	Cluster5 - 4	-0.423557082	0.292027722	-1.450400253	0.368071704	C5
hsa-miR-7976 	Cluster5 - 1	0.183955461	0.283200635	0.649558786	0.731079945	C5
hsa-miR-7976 	Cluster5 - 2	1.150572437	0.269531512	4.268786349	0.000213281	C5
hsa-miR-7976 	Cluster5 - 3	0.059948915	0.280025785	0.214083553	0.830521114	C5
hsa-miR-7976 	Cluster5 - 4	0.312703175	0.278181113	1.124099231	0.522426624	C5
hsa-miR-150-3p 	Cluster5 - 1	-0.007605764	0.26536902	-0.028661086	0.977140031	C5
hsa-miR-150-3p 	Cluster5 - 2	-0.076043348	0.252560567	-0.301089551	0.977140031	C5
hsa-miR-150-3p 	Cluster5 - 3	-0.342575358	0.262394073	-1.305575823	0.830744814	C5
hsa-miR-150-3p 	Cluster5 - 4	-0.092675008	0.26066555	-0.355532246	0.977140031	C5
hsa-miR-4732-5p 	Cluster5 - 1	0.111705639	0.304858007	0.366418584	0.924487978	C5
hsa-miR-4732-5p 	Cluster5 - 2	0.147872495	0.290143556	0.509652867	0.924487978	C5
hsa-miR-4732-5p 	Cluster5 - 3	0.231329812	0.301440365	0.76741485	0.924487978	C5
hsa-miR-4732-5p 	Cluster5 - 4	0.083316522	0.299454624	0.278227537	0.924487978	C5
hsa-miR-1301-3p 	Cluster5 - 1	-0.119550567	0.210396669	-0.56821511	0.570003527	C5
hsa-miR-1301-3p 	Cluster5 - 2	0.229710741	0.200241543	1.147168251	0.314448283	C5
hsa-miR-1301-3p 	Cluster5 - 3	-0.524801764	0.208037996	-2.522624593	0.058271377	C5
hsa-miR-1301-3p 	Cluster5 - 4	-0.237342565	0.206667543	-1.148426893	0.314448283	C5
hsa-miR-200a-3p 	Cluster5 - 1	-0.358605297	0.31923384	-1.123331088	0.326923931	C5
hsa-miR-200a-3p 	Cluster5 - 2	0.606120028	0.303825517	1.994960903	0.092581289	C5
hsa-miR-200a-3p 	Cluster5 - 3	-0.740013909	0.315655036	-2.344375423	0.048085146	C5
hsa-miR-200a-3p 	Cluster5 - 4	-0.232636936	0.313575656	-0.741884556	0.50923756	C5
hsa-miR-32-5p 	Cluster5 - 1	-0.051657524	0.327872652	-0.157553622	0.874837129	C5
hsa-miR-32-5p 	Cluster5 - 2	0.417773279	0.312047363	1.338813683	0.526323587	C5
hsa-miR-32-5p 	Cluster5 - 3	0.122187342	0.324197002	0.376892263	0.784806127	C5
hsa-miR-32-5p 	Cluster5 - 4	-0.276635524	0.322061351	-0.858952877	0.650919109	C5
hsa-miR-625-3p 	Cluster5 - 1	-0.361726504	0.315251762	-1.147421037	0.502908463	C5
hsa-miR-625-3p 	Cluster5 - 2	0.49891725	0.30003564	1.66285995	0.241555053	C5
hsa-miR-625-3p 	Cluster5 - 3	-0.283562351	0.3117176	-0.909677064	0.518842558	C5
hsa-miR-625-3p 	Cluster5 - 4	-0.308678401	0.309664157	-0.996816693	0.518842558	C5
hsa-miR-873-5p 	Cluster5 - 1	-0.412814016	0.284931829	-1.448816782	0.649455996	C5
hsa-miR-873-5p 	Cluster5 - 2	0.055397201	0.271179147	0.204282674	0.895428667	C5
hsa-miR-873-5p 	Cluster5 - 3	-0.277220946	0.281737572	-0.983968678	0.649455996	C5
hsa-miR-873-5p 	Cluster5 - 4	-0.240850946	0.279881623	-0.860545768	0.649455996	C5
hsa-miR-155-5p 	Cluster5 - 1	-0.051922282	0.311716293	-0.166569035	0.867739414	C5
hsa-miR-155-5p 	Cluster5 - 2	0.22869635	0.296670816	0.770875791	0.551180208	C5
hsa-miR-155-5p 	Cluster5 - 3	-0.407421696	0.308221766	-1.32184596	0.372982127	C5
hsa-miR-155-5p 	Cluster5 - 4	-0.490238186	0.306191352	-1.601084366	0.365473356	C5
hsa-miR-330-3p 	Cluster5 - 1	0.241716191	0.288792759	0.836988407	0.447531954	C5
hsa-miR-330-3p 	Cluster5 - 2	0.64273948	0.274853722	2.338478352	0.065129201	C5
hsa-miR-330-3p 	Cluster5 - 3	-0.343986101	0.285555218	-1.204622012	0.381008905	C5
hsa-miR-330-3p 	Cluster5 - 4	-0.071741696	0.28367412	-0.2529018	0.800390799	C5
hsa-miR-181c-5p 	Cluster5 - 1	-0.169845171	0.304286128	-0.55817586	0.721045705	C5
hsa-miR-181c-5p 	Cluster5 - 2	0.121494986	0.289599279	0.419527928	0.749901455	C5
hsa-miR-181c-5p 	Cluster5 - 3	-0.776355661	0.300874896	-2.580327138	0.0333263	C5
hsa-miR-181c-5p 	Cluster5 - 4	-0.690784243	0.29889288	-2.311143184	0.05251741	C5
